,T 01,T 02,T 03,T 04,T 05,T 06,T 07,T 08,T 09
29-jun-2021 07:25:00,2.95,2.28,3.04,2.45,4.44,2.87,3.80,3.54,3.33
29-jun-2021 07:26:00,2.96,2.48,2.94,2.55,4.70,3.91,4.32,4.20,3.41
29-jun-2021 07:27:00,3.07,2.67,2.99,2.65,5.23,4.57,4.71,4.73,3.56
29-jun-2021 07:28:00,3.25,2.91,3.11,2.81,5.61,5.06,5.06,5.12,3.74
29-jun-2021 07:29:00,3.43,3.12,3.28,3.02,6.00,5.50,5.41,5.50,3.93
29-jun-2021 07:30:00,5.01,4.79,4.88,4.63,6.21,5.17,5.67,5.53,5.09
29-jun-2021 07:31:00,5.60,5.45,5.52,5.31,6.59,5.66,6.13,6.00,5.66
29-jun-2021 07:32:00,5.63,5.43,5.52,5.31,6.70,6.28,6.40,6.40,5.62
29-jun-2021 07:33:00,5.56,5.37,5.50,5.30,7.06,6.68,6.69,6.75,5.67
29-jun-2021 07:34:00,5.62,5.43,5.53,5.36,7.39,7.03,6.97,7.06,5.79
29-jun-2021 07:35:00,5.70,5.53,5.59,5.42,7.67,7.34,7.25,7.35,5.91
29-jun-2021 07:36:00,6.70,6.54,6.59,6.40,7.72,6.82,7.23,7.13,6.76
29-jun-2021 07:37:00,5.51,5.14,5.65,5.31,7.02,5.79,6.47,6.24,6.01
29-jun-2021 07:38:00,5.15,4.37,5.28,4.65,6.68,5.19,6.10,5.77,5.61
29-jun-2021 07:39:00,4.77,3.80,4.91,4.14,6.32,4.69,5.66,5.32,5.29
29-jun-2021 07:40:00,4.38,3.36,4.57,3.74,5.90,4.30,5.32,4.90,4.88
29-jun-2021 07:41:00,4.03,3.01,4.23,3.40,5.60,3.90,4.93,4.55,4.58
29-jun-2021 07:42:00,3.57,2.68,3.81,3.08,5.24,3.56,4.57,4.20,4.18
29-jun-2021 07:43:00,3.17,2.34,3.41,2.72,4.88,3.17,4.18,3.82,3.83
29-jun-2021 07:44:00,2.80,2.02,3.07,2.39,4.58,2.88,3.84,3.52,3.46
29-jun-2021 07:45:00,2.73,1.98,2.88,2.26,4.37,2.72,3.72,3.39,3.22
29-jun-2021 07:46:00,2.96,2.42,2.97,2.58,4.42,3.38,3.99,3.81,3.32
29-jun-2021 07:47:00,3.03,2.59,2.96,2.62,5.00,4.29,4.50,4.46,3.48
29-jun-2021 07:48:00,3.15,2.80,3.05,2.73,5.42,4.83,4.86,4.92,3.64
29-jun-2021 07:49:00,3.35,3.03,3.19,2.93,5.79,5.28,5.23,5.30,3.82
29-jun-2021 07:50:00,4.48,4.20,4.24,3.97,6.07,5.02,5.44,5.26,4.60
29-jun-2021 07:51:00,5.29,5.10,5.19,4.96,6.38,5.39,5.85,5.76,5.35
29-jun-2021 07:52:00,5.63,5.47,5.58,5.35,6.50,5.91,6.22,6.13,5.62
29-jun-2021 07:53:00,5.58,5.37,5.48,5.28,6.86,6.42,6.50,6.52,5.61
29-jun-2021 07:54:00,5.60,5.40,5.51,5.31,7.20,6.82,6.79,6.81,5.72
29-jun-2021 07:55:00,5.66,5.46,5.55,5.37,7.47,7.14,7.06,7.11,5.83
29-jun-2021 07:56:00,6.27,6.04,6.12,5.89,7.56,6.65,7.02,6.88,6.39
29-jun-2021 07:57:00,6.07,5.83,6.25,5.97,7.38,6.31,6.88,6.72,6.44
29-jun-2021 07:58:00,5.37,4.82,5.51,5.03,6.89,5.54,6.31,6.05,5.86
29-jun-2021 07:59:00,5.03,4.11,5.16,4.42,6.56,5.01,5.94,5.58,5.49
29-jun-2021 08:00:00,4.62,3.63,4.80,3.98,6.13,4.50,5.52,5.16,5.15
29-jun-2021 08:01:00,4.23,3.24,4.41,3.61,5.82,4.13,5.13,4.76,4.77
29-jun-2021 08:02:00,3.89,2.89,4.10,3.29,5.51,3.76,4.80,4.42,4.45
29-jun-2021 08:03:00,3.52,2.56,3.72,2.96,5.13,3.40,4.46,4.07,4.06
29-jun-2021 08:04:00,3.11,2.24,3.34,2.64,4.80,3.10,4.13,3.76,3.73
29-jun-2021 08:05:00,2.73,1.90,2.98,2.30,4.45,2.73,3.74,3.44,3.37
29-jun-2021 08:06:00,2.85,2.13,2.96,2.34,4.42,2.81,3.72,3.45,3.29
29-jun-2021 08:07:00,2.92,2.42,2.93,2.53,4.58,3.68,4.25,4.08,3.40
29-jun-2021 08:08:00,3.04,2.63,2.96,2.61,5.15,4.48,4.64,4.61,3.53
29-jun-2021 08:09:00,3.20,2.87,3.08,2.77,5.53,4.97,4.98,5.01,3.70
29-jun-2021 08:10:00,3.40,3.10,3.24,2.98,5.86,5.37,5.33,5.39,3.89
29-jun-2021 08:11:00,4.79,4.55,4.64,4.37,6.10,5.05,5.52,5.38,4.86
29-jun-2021 08:12:00,5.46,5.28,5.35,5.15,6.42,5.51,6.00,5.88,5.52
29-jun-2021 08:13:00,5.60,5.35,5.51,5.29,6.57,6.05,6.30,6.26,5.60
29-jun-2021 08:14:00,5.56,5.35,5.48,5.26,6.95,6.52,6.57,6.60,5.62
29-jun-2021 08:15:00,5.60,5.40,5.50,5.31,7.23,6.90,6.84,6.90,5.74
29-jun-2021 08:16:00,5.67,5.47,5.56,5.38,7.52,7.20,7.10,7.19,5.86
29-jun-2021 08:17:00,6.50,6.33,6.40,6.19,7.66,6.70,7.12,7.00,6.59
29-jun-2021 08:18:00,5.72,5.45,5.91,5.63,7.23,6.03,6.66,6.44,6.21
29-jun-2021 08:19:00,5.31,4.63,5.42,4.87,6.85,5.38,6.24,5.94,5.80
29-jun-2021 08:20:00,4.92,3.98,5.06,4.30,6.47,4.88,5.81,5.47,5.41
29-jun-2021 08:21:00,4.49,3.52,4.67,3.88,6.06,4.40,5.40,5.05,5.04
29-jun-2021 08:22:00,4.13,3.15,4.30,3.54,5.72,4.02,5.05,4.68,4.69
29-jun-2021 08:23:00,3.78,2.80,3.99,3.20,5.37,3.66,4.72,4.35,4.31
29-jun-2021 08:24:00,3.42,2.50,3.62,2.89,5.03,3.33,4.36,4.03,4.02
29-jun-2021 08:25:00,3.06,2.19,3.32,2.59,4.77,3.06,4.08,3.72,3.66
29-jun-2021 08:26:00,2.69,1.84,2.94,2.23,4.45,2.67,3.72,3.36,3.29
29-jun-2021 08:27:00,2.89,2.20,3.00,2.38,4.41,2.81,3.78,3.46,3.33
29-jun-2021 08:28:00,2.93,2.43,2.92,2.55,4.68,3.87,4.30,4.22,3.41
29-jun-2021 08:29:00,3.06,2.65,2.98,2.64,5.27,4.63,4.71,4.73,3.55
29-jun-2021 08:30:00,3.24,2.89,3.09,2.79,5.68,5.05,5.10,5.23,3.72
29-jun-2021 08:31:00,3.41,3.10,3.26,2.99,6.05,5.50,5.45,5.62,3.90
29-jun-2021 08:32:00,4.97,4.74,4.82,4.56,6.19,5.12,5.65,5.45,5.06
29-jun-2021 08:33:00,5.59,5.42,5.47,5.27,6.54,5.61,6.08,5.96,5.64
29-jun-2021 08:34:00,5.63,5.40,5.52,5.28,6.65,6.18,6.38,6.36,5.64
29-jun-2021 08:35:00,5.59,5.39,5.48,5.28,6.97,6.62,6.65,6.70,5.68
29-jun-2021 08:36:00,5.64,5.43,5.51,5.33,7.24,6.94,6.87,7.00,5.79
29-jun-2021 08:37:00,5.72,5.51,5.57,5.41,7.52,7.22,7.10,7.32,5.93
29-jun-2021 08:38:00,6.63,6.46,6.51,6.32,7.65,6.76,7.19,7.07,6.70
29-jun-2021 08:39:00,5.59,5.29,5.77,5.48,7.14,5.91,6.59,6.35,6.12
29-jun-2021 08:40:00,5.22,4.47,5.36,4.76,6.76,5.32,6.16,5.85,5.75
29-jun-2021 08:41:00,4.81,3.88,4.99,4.23,6.37,4.77,5.75,5.40,5.30
29-jun-2021 08:42:00,4.45,3.45,4.63,3.81,5.96,4.36,5.34,4.96,4.99
29-jun-2021 08:43:00,4.04,3.10,4.27,3.49,5.65,3.95,5.00,4.62,4.61
29-jun-2021 08:44:00,3.67,2.75,3.90,3.14,5.31,3.62,4.63,4.28,4.25
29-jun-2021 08:45:00,3.33,2.42,3.57,2.82,4.98,3.26,4.32,3.94,3.91
29-jun-2021 08:46:00,3.01,2.12,3.26,2.50,4.66,2.98,3.95,3.65,3.59
29-jun-2021 08:47:00,2.67,1.80,2.90,2.20,4.31,2.69,3.66,3.33,3.26
29-jun-2021 08:48:00,2.99,2.30,3.05,2.48,4.45,2.92,3.80,3.52,3.36
29-jun-2021 08:49:00,2.97,2.49,2.93,2.55,4.76,3.98,4.34,4.26,3.42
29-jun-2021 08:50:00,3.08,2.68,2.99,2.66,5.31,4.68,4.75,4.77,3.57
29-jun-2021 08:51:00,3.27,2.93,3.14,2.83,5.72,5.13,5.14,5.24,3.74
29-jun-2021 08:52:00,3.50,3.16,3.30,3.04,6.04,5.41,5.52,5.36,3.97
29-jun-2021 08:53:00,5.04,4.84,4.92,4.67,6.22,5.18,5.67,5.54,5.10
29-jun-2021 08:54:00,5.62,5.47,5.54,5.34,6.56,5.69,6.10,6.00,5.65
29-jun-2021 08:55:00,5.59,5.37,5.50,5.26,6.73,6.29,6.42,6.43,5.60
29-jun-2021 08:56:00,5.59,5.37,5.48,5.28,7.11,6.72,6.71,6.75,5.67
29-jun-2021 08:57:00,5.62,5.41,5.50,5.32,7.37,7.02,6.98,7.04,5.78
29-jun-2021 08:58:00,5.73,5.51,5.57,5.40,7.59,7.18,7.22,7.13,5.93
29-jun-2021 08:59:00,6.69,6.53,6.60,6.40,7.70,6.81,7.20,7.10,6.74
29-jun-2021 09:00:00,5.57,5.25,5.73,5.41,7.07,5.85,6.52,6.30,6.08
29-jun-2021 09:01:00,5.18,4.48,5.31,4.74,6.69,5.29,6.15,5.83,5.70
29-jun-2021 09:02:00,4.78,3.83,4.95,4.17,6.32,4.77,5.72,5.35,5.34
29-jun-2021 09:03:00,4.32,3.38,4.55,3.76,5.93,4.29,5.29,4.92,4.89
29-jun-2021 09:04:00,3.90,3.03,4.16,3.41,5.59,3.89,4.89,4.58,4.50
29-jun-2021 09:05:00,3.52,2.67,3.77,3.05,5.23,3.55,4.53,4.22,4.12
29-jun-2021 09:06:00,3.16,2.34,3.41,2.72,4.86,3.16,4.20,3.86,3.82
29-jun-2021 09:07:00,2.84,2.01,3.07,2.38,4.56,2.83,3.87,3.51,3.45
29-jun-2021 09:08:00,2.73,1.96,2.88,2.23,4.33,2.72,3.66,3.37,3.26
29-jun-2021 09:09:00,2.90,2.36,2.91,2.50,4.38,3.40,4.01,3.81,3.32
29-jun-2021 09:10:00,2.97,2.52,2.91,2.55,4.95,4.27,4.48,4.41,3.46
29-jun-2021 09:11:00,3.14,2.77,3.03,2.72,5.40,4.85,4.87,4.87,3.65
29-jun-2021 09:12:00,3.31,2.99,3.18,2.90,5.77,5.27,5.21,5.25,3.82
29-jun-2021 09:13:00,4.48,4.20,4.29,4.00,6.02,4.93,5.40,5.22,4.65
29-jun-2021 09:14:00,5.28,5.10,5.17,4.96,6.35,5.36,5.85,5.75,5.35
29-jun-2021 09:15:00,5.56,5.37,5.49,5.29,6.46,5.87,6.20,6.11,5.56
29-jun-2021 09:16:00,5.52,5.32,5.44,5.22,6.82,6.45,6.51,6.56,5.58
29-jun-2021 09:17:00,5.55,5.34,5.44,5.25,7.17,6.84,6.83,6.88,5.68
29-jun-2021 09:18:00,5.62,5.43,5.50,5.32,7.45,7.17,7.11,7.22,5.81
29-jun-2021 09:19:00,6.29,6.08,6.15,5.92,7.55,6.59,6.96,6.88,6.37
29-jun-2021 09:20:00,6.92,6.76,6.81,6.63,7.81,6.96,7.37,7.29,6.97
29-jun-2021 09:21:00,7.38,7.25,7.29,7.11,8.16,7.37,7.74,7.69,7.39
29-jun-2021 09:22:00,7.81,7.69,7.72,7.57,8.49,7.79,8.12,8.12,7.82
29-jun-2021 09:23:00,8.20,8.08,8.11,7.97,8.83,8.15,8.48,8.44,8.20
29-jun-2021 09:24:00,8.59,8.49,8.50,8.37,9.20,8.53,8.84,8.83,8.60
29-jun-2021 09:25:00,8.94,8.85,8.86,8.74,9.52,8.88,9.17,9.17,8.95
29-jun-2021 09:26:00,9.34,9.23,9.25,9.12,9.83,9.27,9.54,9.54,9.34
29-jun-2021 09:27:00,9.65,9.55,9.56,9.44,10.13,9.58,9.86,9.87,9.66
29-jun-2021 09:28:00,9.97,9.86,9.88,9.76,10.42,9.88,10.15,10.15,9.96
29-jun-2021 09:29:00,10.32,10.21,10.23,10.12,10.75,10.22,10.49,10.48,10.31
29-jun-2021 09:30:00,10.63,10.52,10.55,10.43,11.03,10.53,10.78,10.78,10.62
29-jun-2021 09:31:00,10.95,10.84,10.87,10.75,11.34,10.86,11.10,11.11,10.93
29-jun-2021 09:32:00,11.23,11.13,11.16,11.04,11.61,11.13,11.38,11.37,11.21
29-jun-2021 09:33:00,11.57,11.47,11.49,11.37,11.92,11.45,11.69,11.70,11.54
29-jun-2021 09:34:00,11.83,11.73,11.73,11.63,12.17,11.72,11.96,11.95,11.82
29-jun-2021 09:35:00,12.15,12.06,12.07,11.96,12.47,12.04,12.27,12.26,12.13
29-jun-2021 09:36:00,12.43,12.33,12.35,12.23,12.73,12.31,12.54,12.54,12.40
29-jun-2021 09:37:00,12.72,12.62,12.65,12.54,13.02,12.60,12.83,12.84,12.70
29-jun-2021 09:38:00,12.99,12.88,12.90,12.79,13.26,12.86,13.08,13.08,12.95
29-jun-2021 09:39:00,12.64,12.47,12.79,12.61,13.17,12.61,12.95,12.91,12.83
29-jun-2021 09:40:00,11.70,11.50,11.85,11.65,12.55,11.75,12.27,12.17,12.04
29-jun-2021 09:41:00,11.02,10.63,11.16,10.80,12.05,11.03,11.67,11.53,11.42
29-jun-2021 09:42:00,10.36,9.71,10.51,9.92,11.59,10.34,11.11,10.85,10.80
29-jun-2021 09:43:00,9.77,8.83,9.93,9.13,11.07,9.62,10.57,10.20,10.22
29-jun-2021 09:44:00,9.32,8.17,9.46,8.51,10.61,9.08,10.10,9.67,9.78
29-jun-2021 09:45:00,8.80,7.62,8.99,7.97,10.19,8.51,9.59,9.18,9.34
29-jun-2021 09:46:00,8.35,7.15,8.56,7.52,9.78,8.04,9.14,8.75,8.88
29-jun-2021 09:47:00,7.94,6.70,8.14,7.12,9.36,7.60,8.73,8.30,8.47
29-jun-2021 09:48:00,7.43,6.26,7.66,6.68,8.90,7.15,8.26,7.86,7.98
29-jun-2021 09:49:00,7.03,5.90,7.25,6.31,8.54,6.73,7.89,7.48,7.57
29-jun-2021 09:50:00,6.59,5.53,6.84,5.93,8.20,6.34,7.48,7.10,7.19
29-jun-2021 09:51:00,6.18,5.19,6.46,5.57,7.81,5.99,7.13,6.75,6.79
29-jun-2021 09:52:00,5.83,4.90,6.09,5.26,7.46,5.68,6.79,6.45,6.44
29-jun-2021 09:53:00,5.45,4.52,5.70,4.89,7.05,5.28,6.41,6.06,6.01
29-jun-2021 09:54:00,5.16,4.18,5.40,4.58,6.74,4.94,6.06,5.73,5.72
29-jun-2021 09:55:00,4.86,3.85,5.09,4.24,6.42,4.62,5.74,5.41,5.42
29-jun-2021 09:56:00,4.57,3.53,4.81,3.93,6.17,4.33,5.45,5.11,5.13
29-jun-2021 09:57:00,4.33,3.29,4.56,3.67,5.92,4.08,5.21,4.86,4.82
29-jun-2021 09:58:00,4.05,2.99,4.27,3.38,5.67,3.80,4.92,4.58,4.57
29-jun-2021 09:59:00,3.78,2.69,4.02,3.10,5.45,3.57,4.67,4.30,4.27
29-jun-2021 10:00:00,3.56,2.39,3.79,2.81,5.18,3.25,4.43,4.05,4.07
29-jun-2021 10:01:00,3.33,2.13,3.52,2.55,4.95,2.99,4.18,3.78,3.83
29-jun-2021 10:02:00,3.07,1.89,3.30,2.30,4.63,2.75,3.91,3.50,3.56
29-jun-2021 10:03:00,2.85,1.65,3.06,2.05,4.43,2.50,3.68,3.30,3.32
29-jun-2021 10:04:00,3.10,2.20,3.15,2.35,4.57,2.78,3.85,3.55,3.45
29-jun-2021 10:05:00,3.05,2.42,2.98,2.44,4.87,3.98,4.43,4.41,3.46
29-jun-2021 10:06:00,3.18,2.66,3.05,2.58,5.47,4.74,4.89,5.03,3.62
29-jun-2021 10:07:00,3.36,2.91,3.20,2.77,5.93,5.30,5.34,5.50,3.83
29-jun-2021 10:08:00,3.56,3.10,3.36,2.97,6.34,5.76,5.80,5.93,4.01
29-jun-2021 10:09:00,5.07,4.77,4.92,4.55,6.40,5.09,5.77,5.58,5.13
29-jun-2021 10:10:00,5.78,5.55,5.64,5.38,6.81,5.69,6.30,6.18,5.82
29-jun-2021 10:11:00,5.71,5.45,5.56,5.32,6.93,6.35,6.60,6.69,5.73
29-jun-2021 10:12:00,5.77,5.47,5.59,5.34,7.37,6.88,6.99,7.21,5.82
29-jun-2021 10:13:00,5.80,5.51,5.62,5.38,7.73,7.25,7.32,7.46,5.94
29-jun-2021 10:14:00,5.45,5.12,5.59,5.22,7.20,5.88,6.52,6.26,5.95
29-jun-2021 10:15:00,4.97,4.27,5.13,4.49,6.74,5.06,6.05,5.71,5.54
29-jun-2021 10:16:00,4.49,3.73,4.73,4.00,6.28,4.56,5.59,5.26,5.16
29-jun-2021 10:17:00,4.12,3.34,4.38,3.66,5.92,4.09,5.21,4.83,4.81
29-jun-2021 10:18:00,3.80,2.97,4.08,3.33,5.59,3.73,4.88,4.50,4.45
29-jun-2021 10:19:00,3.51,2.66,3.77,3.03,5.30,3.40,4.52,4.20,4.15
29-jun-2021 10:20:00,3.28,2.41,3.52,2.77,5.07,3.13,4.28,3.93,3.90
29-jun-2021 10:21:00,3.03,2.15,3.29,2.52,4.78,2.89,4.03,3.72,3.65
29-jun-2021 10:22:00,2.82,1.90,3.06,2.27,4.59,2.69,3.84,3.46,3.42
29-jun-2021 10:23:00,2.92,2.08,3.04,2.30,4.53,2.75,3.80,3.49,3.32
29-jun-2021 10:24:00,3.05,2.46,3.03,2.59,4.70,3.71,4.33,4.22,3.43
29-jun-2021 10:25:00,3.20,2.72,3.09,2.69,5.36,4.66,4.78,4.96,3.62
29-jun-2021 10:26:00,3.34,2.94,3.19,2.84,5.83,5.18,5.21,5.34,3.81
29-jun-2021 10:27:00,3.53,3.18,3.37,3.06,6.22,5.66,5.63,5.79,4.02
29-jun-2021 10:28:00,5.05,4.79,4.87,4.53,6.46,5.24,5.81,5.62,5.11
29-jun-2021 10:29:00,5.75,5.56,5.63,5.38,6.83,5.74,6.29,6.18,5.76
29-jun-2021 10:30:00,5.94,5.72,5.84,5.60,6.98,6.34,6.68,6.63,5.92
29-jun-2021 10:31:00,5.97,5.69,5.80,5.57,7.35,6.93,7.01,7.12,5.97
29-jun-2021 10:32:00,5.99,5.72,5.84,5.60,7.74,7.32,7.32,7.57,6.07
29-jun-2021 10:33:00,5.96,5.65,5.99,5.67,7.66,6.49,6.96,6.70,6.28
29-jun-2021 10:34:00,5.19,4.61,5.34,4.82,6.97,5.38,6.28,5.95,5.74
29-jun-2021 10:35:00,4.77,3.99,5.00,4.27,6.55,4.84,5.82,5.52,5.38
29-jun-2021 10:36:00,4.33,3.55,4.60,3.88,6.13,4.40,5.43,5.13,5.01
29-jun-2021 10:37:00,3.97,3.21,4.24,3.54,5.80,3.99,5.08,4.72,4.64
29-jun-2021 10:38:00,3.67,2.89,3.97,3.25,5.49,3.66,4.73,4.41,4.28
29-jun-2021 10:39:00,3.43,2.58,3.67,2.96,5.16,3.40,4.46,4.15,3.99
29-jun-2021 10:40:00,3.15,2.30,3.41,2.67,4.96,3.11,4.18,3.86,3.74
29-jun-2021 10:41:00,2.93,2.03,3.16,2.42,4.68,2.83,3.94,3.58,3.46
29-jun-2021 10:42:00,2.71,1.81,2.93,2.16,4.41,2.60,3.70,3.33,3.26
29-jun-2021 10:43:00,3.05,2.40,3.07,2.57,4.48,3.10,4.00,3.72,3.37
29-jun-2021 10:44:00,3.09,2.60,3.02,2.61,5.03,4.27,4.55,4.62,3.50
29-jun-2021 10:45:00,3.24,2.84,3.13,2.78,5.59,4.96,5.00,5.07,3.70
29-jun-2021 10:46:00,3.45,3.08,3.29,2.99,6.02,5.44,5.42,5.54,3.90
29-jun-2021 10:47:00,4.42,4.09,4.10,3.80,6.31,5.28,5.68,5.42,4.59
29-jun-2021 10:48:00,5.46,5.26,5.33,5.08,6.63,5.52,6.07,5.92,5.48
29-jun-2021 10:49:00,5.91,5.73,5.84,5.58,6.92,6.00,6.46,6.36,5.91
29-jun-2021 10:50:00,5.89,5.62,5.75,5.51,7.13,6.64,6.79,6.82,5.88
29-jun-2021 10:51:00,5.89,5.63,5.75,5.54,7.49,7.08,7.12,7.21,5.96
29-jun-2021 10:52:00,5.95,5.70,5.81,5.60,7.81,7.42,7.39,7.57,6.08
29-jun-2021 10:53:00,5.61,5.29,5.76,5.41,7.39,6.10,6.66,6.44,6.01
29-jun-2021 10:54:00,5.08,4.36,5.24,4.65,6.86,5.26,6.14,5.85,5.60
29-jun-2021 10:55:00,4.59,3.83,4.86,4.15,6.42,4.69,5.74,5.36,5.21
29-jun-2021 10:56:00,4.18,3.39,4.46,3.75,5.99,4.24,5.32,4.93,4.82
29-jun-2021 10:57:00,3.83,3.02,4.12,3.40,5.62,3.85,4.94,4.60,4.50
29-jun-2021 10:58:00,3.51,2.70,3.81,3.08,5.32,3.50,4.63,4.24,4.14
29-jun-2021 10:59:00,3.24,2.41,3.51,2.79,5.08,3.20,4.31,3.96,3.88
29-jun-2021 11:00:00,2.99,2.12,3.26,2.50,4.80,2.93,4.00,3.67,3.58
29-jun-2021 11:01:00,2.71,1.81,2.97,2.21,4.45,2.63,3.76,3.37,3.30
29-jun-2021 11:02:00,3.01,2.29,3.12,2.47,4.61,2.90,3.88,3.59,3.39
29-jun-2021 11:03:00,3.04,2.54,3.01,2.59,4.89,4.05,4.46,4.42,3.46
29-jun-2021 11:04:00,3.20,2.77,3.10,2.71,5.47,4.81,4.89,4.95,3.64
29-jun-2021 11:05:00,3.36,3.00,3.23,2.90,5.90,5.29,5.28,5.35,3.85
29-jun-2021 11:06:00,3.57,3.24,3.40,3.13,6.27,5.73,5.67,5.78,4.06
29-jun-2021 11:07:00,5.26,5.03,5.12,4.85,6.49,5.38,5.92,5.75,5.30
29-jun-2021 11:08:00,5.85,5.67,5.74,5.52,6.87,5.87,6.36,6.25,5.87
29-jun-2021 11:09:00,5.86,5.63,5.73,5.52,7.01,6.47,6.68,6.68,5.84
29-jun-2021 11:10:00,5.87,5.62,5.74,5.52,7.39,6.95,7.01,7.07,5.92
29-jun-2021 11:11:00,5.91,5.66,5.78,5.57,7.72,7.30,7.30,7.43,6.04
29-jun-2021 11:12:00,6.08,5.78,5.94,5.70,7.87,7.17,7.37,7.22,6.26
29-jun-2021 11:13:00,5.19,4.70,5.36,4.89,7.01,5.53,6.35,6.03,5.74
29-jun-2021 11:14:00,4.78,3.97,5.00,4.29,6.57,4.87,5.88,5.51,5.42
29-jun-2021 11:15:00,4.29,3.50,4.56,3.85,6.15,4.40,5.42,5.10,4.99
29-jun-2021 11:16:00,3.94,3.16,4.22,3.52,5.75,4.00,5.06,4.68,4.65
29-jun-2021 11:17:00,3.59,2.80,3.86,3.17,5.47,3.60,4.71,4.33,4.26
29-jun-2021 11:18:00,3.25,2.45,3.52,2.83,5.06,3.25,4.36,3.99,3.91
29-jun-2021 11:19:00,2.95,2.13,3.24,2.52,4.83,2.92,4.06,3.68,3.61
29-jun-2021 11:20:00,2.67,1.80,2.93,2.19,4.52,2.61,3.76,3.38,3.34
29-jun-2021 11:21:00,2.97,2.24,3.08,2.42,4.60,2.87,3.87,3.55,3.37
29-jun-2021 11:22:00,3.02,2.49,3.01,2.59,4.83,3.95,4.39,4.30,3.45
29-jun-2021 11:23:00,3.16,2.73,3.07,2.69,5.43,4.72,4.82,4.85,3.62
29-jun-2021 11:24:00,3.33,2.97,3.20,2.89,5.82,5.23,5.28,5.26,3.82
29-jun-2021 11:25:00,3.52,3.20,3.36,3.10,6.19,5.65,5.64,5.67,4.02
29-jun-2021 11:26:00,5.13,4.90,5.00,4.74,6.43,5.31,5.83,5.65,5.18
29-jun-2021 11:27:00,5.74,5.57,5.65,5.44,6.77,5.79,6.28,6.15,5.79
29-jun-2021 11:28:00,5.78,5.54,5.64,5.43,6.90,6.36,6.56,6.54,5.77
29-jun-2021 11:29:00,5.75,5.52,5.64,5.43,7.29,6.83,6.87,6.91,5.84
29-jun-2021 11:30:00,5.83,5.59,5.68,5.50,7.56,7.18,7.17,7.22,5.95
29-jun-2021 11:31:00,5.92,5.68,5.77,5.57,7.91,7.51,7.46,7.57,6.08
29-jun-2021 11:32:00,6.00,5.73,6.15,5.85,7.55,6.36,6.94,6.74,6.38
29-jun-2021 11:33:00,5.23,4.56,5.40,4.85,6.96,5.45,6.33,5.96,5.81
29-jun-2021 11:34:00,4.72,3.95,4.98,4.25,6.50,4.85,5.83,5.49,5.42
29-jun-2021 11:35:00,4.25,3.47,4.54,3.84,6.11,4.35,5.38,5.04,4.98
29-jun-2021 11:36:00,3.84,3.05,4.13,3.44,5.67,3.87,4.96,4.62,4.55
29-jun-2021 11:37:00,3.49,2.68,3.79,3.08,5.34,3.49,4.61,4.26,4.15
29-jun-2021 11:38:00,3.17,2.34,3.45,2.74,4.98,3.18,4.26,3.91,3.80
29-jun-2021 11:39:00,2.88,2.00,3.17,2.41,4.68,2.85,4.00,3.57,3.51
29-jun-2021 11:40:00,2.74,1.85,2.94,2.18,4.49,2.66,3.74,3.38,3.29
29-jun-2021 11:41:00,3.05,2.40,3.08,2.59,4.62,3.33,4.07,3.82,3.42
29-jun-2021 11:42:00,3.10,2.61,3.06,2.64,5.15,4.38,4.59,4.59,3.56
29-jun-2021 11:43:00,3.24,2.85,3.13,2.79,5.62,4.96,5.03,5.03,3.72
29-jun-2021 11:44:00,3.44,3.08,3.28,2.99,5.99,5.41,5.48,5.43,3.93
29-jun-2021 11:45:00,4.55,4.26,4.28,4.00,6.29,5.26,5.61,5.45,4.65
29-jun-2021 11:46:00,5.41,5.19,5.29,5.05,6.57,5.48,6.01,5.86,5.45
29-jun-2021 11:47:00,5.77,5.57,5.70,5.49,6.69,5.90,6.32,6.26,5.76
29-jun-2021 11:48:00,5.78,5.51,5.63,5.42,7.03,6.55,6.69,6.68,5.78
29-jun-2021 11:49:00,5.79,5.53,5.66,5.45,7.39,6.96,6.97,7.01,5.87
29-jun-2021 11:50:00,5.83,5.59,5.69,5.52,7.65,7.28,7.23,7.31,5.97
29-jun-2021 11:51:00,6.32,6.07,6.18,5.92,7.75,6.85,7.15,7.02,6.44
29-jun-2021 11:52:00,5.47,5.16,5.70,5.35,7.25,5.86,6.59,6.36,6.04
29-jun-2021 11:53:00,5.05,4.28,5.25,4.58,6.82,5.16,6.11,5.75,5.68
29-jun-2021 11:54:00,4.52,3.74,4.79,4.09,6.35,4.64,5.65,5.26,5.21
29-jun-2021 11:55:00,4.05,3.30,4.36,3.67,5.91,4.16,5.20,4.86,4.70
29-jun-2021 11:56:00,3.70,2.92,4.00,3.31,5.55,3.73,4.82,4.47,4.39
29-jun-2021 11:57:00,3.38,2.56,3.65,2.96,5.17,3.39,4.50,4.10,4.05
29-jun-2021 11:58:00,3.04,2.20,3.31,2.59,4.91,3.04,4.13,3.77,3.69
29-jun-2021 11:59:00,2.77,1.88,3.03,2.28,4.60,2.68,3.82,3.43,3.42
29-jun-2021 12:00:00,2.89,2.12,3.02,2.35,4.53,2.79,3.79,3.50,3.35
29-jun-2021 12:01:00,2.97,2.40,2.97,2.54,4.72,3.74,4.30,4.15,3.43
29-jun-2021 12:02:00,3.10,2.65,3.02,2.64,5.33,4.59,4.74,4.71,3.57
29-jun-2021 12:03:00,3.29,2.92,3.16,2.84,5.77,5.12,5.18,5.17,3.78
